Codice attacco,Test Number,Data inizio attacco,Data fine attacco,Exit code
T1078.003  - ,2,2024-06-19T11:07:30+02:00,2024-06-19T11:07:48+02:00,0
T1078.003  - ,3,2024-06-19T11:07:50+02:00,2024-06-19T11:08:24+02:00,0
T1082  - ,1,2024-06-19T11:08:26+02:00,2024-06-19T11:08:28+02:00,0
T1082  - ,2,2024-06-19T11:08:30+02:00,2024-06-19T11:08:30+02:00,0
T1082  - ,3,2024-06-19T11:08:32+02:00,2024-06-19T11:08:32+02:00,0
T1082  - ,4,2024-06-19T11:08:34+02:00,2024-06-19T11:08:36+02:00,0
T1082  - ,5,2024-06-19T11:08:39+02:00,2024-06-19T11:08:39+02:00,0
T1082  - ,6,2024-06-19T11:08:41+02:00,2024-06-19T11:09:02+02:00,0
T1082  - ,7,2024-06-19T11:09:04+02:00,2024-06-19T11:09:31+02:00,0
T1082  - ,8,2024-06-19T11:09:33+02:00,2024-06-19T11:09:40+02:00,0
T1082  - ,9,2024-06-19T11:09:42+02:00,2024-06-19T11:11:34+02:00,-1
T1082  - ,10,2024-06-19T11:11:36+02:00,2024-06-19T11:13:28+02:00,-1
T1082  - ,11,2024-06-19T11:13:30+02:00,2024-06-19T11:13:35+02:00,0
T1082  - ,12,2024-06-19T11:13:37+02:00,2024-06-19T11:13:39+02:00,0
T1082  - ,13,2024-06-19T11:13:41+02:00,2024-06-19T11:13:43+02:00,0
T1082  - ,14,2024-06-19T11:13:45+02:00,2024-06-19T11:15:02+02:00,0
T1082  - ,15,2024-06-19T11:15:04+02:00,2024-06-19T11:15:17+02:00,0
T1082  - ,16,2024-06-19T11:15:19+02:00,2024-06-19T11:15:20+02:00,1
T1082  - ,17,2024-06-19T11:15:22+02:00,2024-06-19T11:15:24+02:00,0
T1082  - ,18,2024-06-19T11:15:26+02:00,2024-06-19T11:16:06+02:00,0
T1082  - ,19,2024-06-19T11:16:08+02:00,2024-06-19T11:16:08+02:00,0
T1082  - ,20,2024-06-19T11:16:10+02:00,2024-06-19T11:16:11+02:00,1
T1083  - ,1,2024-06-19T11:16:13+02:00,2024-06-19T11:16:24+02:00,0
T1083  - ,2,2024-06-19T11:16:26+02:00,2024-06-19T11:16:27+02:00,0
T1083  - ,3,2024-06-19T11:16:29+02:00,2024-06-19T11:16:29+02:00,0
T1083  - ,4,2024-06-19T11:16:31+02:00,2024-06-19T11:16:35+02:00,0
T1087.001  - ,1,2024-06-19T11:16:37+02:00,2024-06-19T11:16:37+02:00,0
T1087.001  - ,2,2024-06-19T11:16:39+02:00,2024-06-19T11:16:40+02:00,0
T1087.001  - ,3,2024-06-19T11:16:42+02:00,2024-06-19T11:16:42+02:00,1
T1087.002  - ,1,2024-06-19T11:16:44+02:00,2024-06-19T11:16:44+02:00,2
T1087.002  - ,2,2024-06-19T11:16:46+02:00,2024-06-19T11:16:47+02:00,0
T1087.002  - ,3,2024-06-19T11:16:49+02:00,2024-06-19T11:16:50+02:00,1
T1087.002  - ,4,2024-06-19T11:16:52+02:00,2024-06-19T11:16:52+02:00,0
T1087.002  - ,5,2024-06-19T11:16:55+02:00,2024-06-19T11:16:55+02:00,1
T1087.002  - ,6,2024-06-19T11:16:58+02:00,2024-06-19T11:16:58+02:00,1
T1087.002  - ,7,2024-06-19T11:17:00+02:00,2024-06-19T11:17:01+02:00,1
T1087.002  - ,8,2024-06-19T11:17:03+02:00,2024-06-19T11:17:03+02:00,1
T1087.002  - ,9,2024-06-19T11:17:06+02:00,2024-06-19T11:17:06+02:00,2
T1087.002  - ,10,2024-06-19T11:17:08+02:00,2024-06-19T11:17:09+02:00,0
T1087.002  - ,11,2024-06-19T11:17:11+02:00,2024-06-19T11:17:14+02:00,0
T1087.002  - ,12,2024-06-19T11:17:16+02:00,2024-06-19T11:17:17+02:00,0
T1087.002  - ,13,2024-06-19T11:17:19+02:00,2024-06-19T11:17:19+02:00,0
T1087.002  - ,14,2024-06-19T11:17:22+02:00,2024-06-19T11:17:22+02:00,0
T1087.002  - ,15,2024-06-19T11:17:24+02:00,2024-06-19T11:17:30+02:00,0
T1087.002  - ,16,2024-06-19T11:17:32+02:00,2024-06-19T11:17:33+02:00,0
T1087.002  - ,17,2024-06-19T11:17:35+02:00,2024-06-19T11:17:35+02:00,0
T1087.002  - ,18,2024-06-19T11:17:38+02:00,2024-06-19T11:17:38+02:00,0
T1087.002  - ,19,2024-06-19T11:17:40+02:00,2024-06-19T11:17:41+02:00,0
T1087.002  - ,20,2024-06-19T11:17:43+02:00,2024-06-19T11:17:43+02:00,0
T1087.002  - ,21,2024-06-19T11:17:46+02:00,2024-06-19T11:17:46+02:00,0
T1087.002  - ,22,2024-06-19T11:17:49+02:00,2024-06-19T11:17:49+02:00,0
T1090.001  - ,1,2024-06-19T11:17:52+02:00,2024-06-19T11:17:52+02:00,0
T1090.003  - ,1,2024-06-19T11:17:55+02:00,2024-06-19T11:18:20+02:00,0
T1001.002  - ,1,2024-06-24T16:27:21+02:00,2024-06-24T16:27:22+02:00,0
T1001.002  - ,2,2024-06-24T16:27:25+02:00,2024-06-24T16:27:25+02:00,0
T1003  - ,1,2024-06-24T16:27:28+02:00,2024-06-24T16:27:28+02:00,1
T1003  - ,2,2024-06-24T16:27:31+02:00,2024-06-24T16:27:31+02:00,0
T1003  - ,3,2024-06-24T16:27:34+02:00,2024-06-24T16:27:35+02:00,0
T1003  - ,4,2024-06-24T16:27:38+02:00,2024-06-24T16:27:39+02:00,0
T1003  - ,5,2024-06-24T16:27:42+02:00,2024-06-24T16:27:42+02:00,0
T1003  - ,6,2024-06-24T16:27:45+02:00,2024-06-24T16:27:46+02:00,0
T1003  - ,7,2024-06-24T16:27:49+02:00,2024-06-24T16:27:52+02:00,0
T1003.001  - ,1,2024-06-24T16:27:55+02:00,2024-06-24T16:27:56+02:00,1
T1003.001  - ,2,2024-06-24T16:27:59+02:00,2024-06-24T16:28:00+02:00,0
T1003.001  - ,3,2024-06-24T16:28:04+02:00,2024-06-24T16:28:04+02:00,1
T1003.001  - ,4,2024-06-24T16:28:07+02:00,2024-06-24T16:28:08+02:00,1
T1003.001  - ,5,2024-06-24T16:28:11+02:00,2024-06-24T16:28:11+02:00,1
T1003.001  - ,6,2024-06-24T16:28:14+02:00,2024-06-24T16:28:15+02:00,1
T1003.001  - ,7,2024-06-24T16:28:18+02:00,2024-06-24T16:28:18+02:00,1
T1003.001  - ,8,2024-06-24T16:28:21+02:00,2024-06-24T16:28:23+02:00,0
T1003.001  - ,9,2024-06-24T16:28:27+02:00,2024-06-24T16:28:27+02:00,1
T1003.001  - ,10,2024-06-24T16:28:30+02:00,2024-06-24T16:28:36+02:00,0
T1003.001  - ,11,2024-06-24T16:28:38+02:00,2024-06-24T16:28:39+02:00,0
T1003.001  - ,12,2024-06-24T16:28:42+02:00,2024-06-24T16:28:42+02:00,0
T1003.001  - ,13,2024-06-24T16:28:45+02:00,2024-06-24T16:28:45+02:00,0
T1003.001  - ,14,2024-06-24T16:28:48+02:00,2024-06-24T16:28:48+02:00,1
T1003.002  - ,1,2024-06-24T16:28:51+02:00,2024-06-24T16:28:51+02:00,0
T1003.002  - ,2,2024-06-24T16:28:53+02:00,2024-06-24T16:28:53+02:00,1
T1003.002  - ,3,2024-06-24T16:28:55+02:00,2024-06-24T16:28:59+02:00,0
T1003.002  - ,4,2024-06-24T16:29:01+02:00,2024-06-24T16:29:02+02:00,0
T1003.002  - ,5,2024-06-24T16:29:04+02:00,2024-06-24T16:29:04+02:00,1
T1003.002  - ,6,2024-06-24T16:29:06+02:00,2024-06-24T16:29:06+02:00,0
T1003.002  - ,7,2024-06-24T16:29:08+02:00,2024-06-24T16:29:11+02:00,0
T1003.003  - ,1,2024-06-24T16:29:13+02:00,2024-06-24T16:29:13+02:00,2
T1003.003  - ,2,2024-06-24T16:29:15+02:00,2024-06-24T16:29:15+02:00,0
T1003.003  - ,3,2024-06-24T16:29:17+02:00,2024-06-24T16:29:17+02:00,1
T1003.003  - ,4,2024-06-24T16:29:18+02:00,2024-06-24T16:29:19+02:00,0
T1003.003  - ,5,2024-06-24T16:29:20+02:00,2024-06-24T16:29:21+02:00,0
T1003.003  - ,6,2024-06-24T16:29:23+02:00,2024-06-24T16:29:23+02:00,0
T1003.003  - ,7,2024-06-24T16:29:24+02:00,2024-06-24T16:29:28+02:00,0
T1003.003  - ,8,2024-06-24T16:29:30+02:00,2024-06-24T16:29:30+02:00,0
T1003.003  - ,9,2024-06-24T16:29:31+02:00,2024-06-24T16:29:32+02:00,1
T1003.004  - ,1,2024-06-24T16:29:33+02:00,2024-06-24T16:29:33+02:00,1
T1003.005  - ,1,2024-06-24T16:29:34+02:00,2024-06-24T16:29:34+02:00,0
T1003.006  - ,1,2024-06-24T16:29:36+02:00,2024-06-24T16:29:36+02:00,1
T1003.006  - ,2,2024-06-24T16:29:37+02:00,2024-06-24T16:29:37+02:00,0
T1005  - ,1,2024-06-24T16:29:38+02:00,2024-06-24T16:29:41+02:00,0
T1006  - ,1,2024-06-24T16:29:42+02:00,2024-06-24T16:29:42+02:00,0
T1007  - ,1,2024-06-24T16:29:44+02:00,2024-06-24T16:29:44+02:00,0
T1007  - ,2,2024-06-24T16:29:45+02:00,2024-06-24T16:29:45+02:00,0
T1010  - ,1,2024-06-24T16:29:47+02:00,2024-06-24T16:29:47+02:00,0
T1012  - ,1,2024-06-24T16:29:49+02:00,2024-06-24T16:30:06+02:00,1
T1012  - ,2,2024-06-24T16:30:07+02:00,2024-06-24T16:30:11+02:00,0
T1012  - ,3,2024-06-24T16:30:13+02:00,2024-06-24T16:32:28+02:00,-1
T1016  - ,1,2024-06-24T16:32:30+02:00,2024-06-24T16:32:30+02:00,0
T1016  - ,2,2024-06-24T16:32:32+02:00,2024-06-24T16:32:32+02:00,0
T1016  - ,3,2024-06-24T16:32:34+02:00,2024-06-24T16:32:49+02:00,1
T1016  - ,4,2024-06-24T16:32:50+02:00,2024-06-24T16:32:51+02:00,0
T1016  - ,5,2024-06-24T16:32:52+02:00,2024-06-24T16:32:52+02:00,1
T1016  - ,6,2024-06-24T16:32:53+02:00,2024-06-24T16:33:08+02:00,0
T1016  - ,7,2024-06-24T16:33:10+02:00,2024-06-24T16:33:10+02:00,0
T1016.002  - ,1,2024-06-24T16:33:11+02:00,2024-06-24T16:33:12+02:00,1
T1018  - ,1,2024-06-24T16:33:13+02:00,2024-06-24T16:33:58+02:00,2
T1018  - ,2,2024-06-24T16:34:01+02:00,2024-06-24T16:34:01+02:00,2
T1018  - ,3,2024-06-24T16:34:04+02:00,2024-06-24T16:34:16+02:00,0
T1018  - ,4,2024-06-24T16:34:19+02:00,2024-06-24T16:36:12+02:00,-1073741502
T1018  - ,5,2024-06-24T16:36:13+02:00,2024-06-24T16:36:14+02:00,0
T1018  - ,6,2024-06-24T16:36:15+02:00,2024-06-24T16:36:56+02:00,0
T1018  - ,7,2024-06-24T16:36:58+02:00,2024-06-24T16:36:59+02:00,1
T1018  - ,8,2024-06-24T16:37:01+02:00,2024-06-24T16:37:02+02:00,1
T1018  - ,9,2024-06-24T16:37:04+02:00,2024-06-24T16:37:05+02:00,1
T1018  - ,10,2024-06-24T16:37:07+02:00,2024-06-24T16:37:08+02:00,0
T1018  - ,11,2024-06-24T16:37:11+02:00,2024-06-24T16:37:12+02:00,0
T1018  - ,12,2024-06-24T16:37:15+02:00,2024-06-24T16:37:15+02:00,0
T1018  - ,13,2024-06-24T16:37:19+02:00,2024-06-24T16:37:21+02:00,0
T1018  - ,14,2024-06-24T16:37:24+02:00,2024-06-24T16:37:31+02:00,-2146233087
T1018  - ,15,2024-06-24T16:37:34+02:00,2024-06-24T16:37:34+02:00,2
T1018  - ,16,2024-06-24T16:37:37+02:00,2024-06-24T16:37:37+02:00,0
T1020  - ,1,2024-06-24T16:37:40+02:00,2024-06-24T16:37:41+02:00,0
T1020  - ,2,2024-06-24T16:37:44+02:00,2024-06-24T16:38:39+02:00,0
T1021.001  - ,1,2024-06-24T16:38:41+02:00,2024-06-24T16:38:41+02:00,0
T1021.001  - ,2,2024-06-24T16:38:43+02:00,2024-06-24T16:38:44+02:00,0
T1021.001  - ,3,2024-06-24T16:38:48+02:00,2024-06-24T16:38:48+02:00,0
T1021.001  - ,4,2024-06-24T16:38:54+02:00,2024-06-24T16:38:54+02:00,0
T1021.002  - ,1,2024-06-24T16:38:56+02:00,2024-06-24T16:39:01+02:00,2
T1021.002  - ,2,2024-06-24T16:39:03+02:00,2024-06-24T16:39:04+02:00,0
T1021.002  - ,3,2024-06-24T16:39:06+02:00,2024-06-24T16:39:06+02:00,1
T1021.002  - ,4,2024-06-24T16:39:09+02:00,2024-06-24T16:39:09+02:00,0
T1021.003  - ,1,2024-06-24T16:39:11+02:00,2024-06-24T16:39:12+02:00,0
T1021.003  - ,2,2024-06-24T16:39:14+02:00,2024-06-24T16:39:15+02:00,0
T1021.006  - ,1,2024-06-24T16:39:18+02:00,2024-06-24T16:39:19+02:00,1
T1021.006  - ,2,2024-06-24T16:39:22+02:00,2024-06-24T16:39:24+02:00,1
T1021.006  - ,3,2024-06-24T16:39:30+02:00,2024-06-24T16:39:30+02:00,0
T1027  - ,1,2024-06-24T16:39:33+02:00,2024-06-24T16:39:34+02:00,0
T1027  - ,2,2024-06-24T16:39:37+02:00,2024-06-24T16:39:38+02:00,0
T1027  - ,3,2024-06-24T16:39:41+02:00,2024-06-24T16:39:41+02:00,1
T1027  - ,4,2024-06-24T16:39:44+02:00,2024-06-24T16:39:47+02:00,0
T1027  - ,5,2024-06-24T16:39:49+02:00,2024-06-24T16:39:52+02:00,0
T1027  - ,6,2024-06-24T16:39:54+02:00,2024-06-24T16:39:55+02:00,0
T1027  - ,7,2024-06-24T16:39:57+02:00,2024-06-24T16:39:57+02:00,0
T1027  - ,8,2024-06-24T16:39:59+02:00,2024-06-24T16:40:00+02:00,0
T1027  - ,9,2024-06-24T16:40:02+02:00,2024-06-24T16:40:02+02:00,1
T1027.004  - ,1,2024-06-24T16:40:04+02:00,2024-06-24T16:40:05+02:00,0
T1027.004  - ,2,2024-06-24T16:40:07+02:00,2024-06-24T16:40:07+02:00,0
T1027.006  - ,1,2024-06-24T16:40:09+02:00,2024-06-24T16:40:10+02:00,0
T1027.007  - ,1,2024-06-24T16:40:12+02:00,2024-06-24T16:40:18+02:00,0
T1030  - ,1,2024-06-24T16:40:20+02:00,2024-06-24T16:40:20+02:00,1
T1033  - ,1,2024-06-24T16:40:22+02:00,2024-06-24T16:40:23+02:00,2
T1033  - ,2,2024-06-24T16:40:24+02:00,2024-06-24T16:40:26+02:00,1
T1033  - ,3,2024-06-24T16:40:27+02:00,2024-06-24T16:40:27+02:00,0
T1033  - ,4,2024-06-24T16:40:29+02:00,2024-06-24T16:40:29+02:00,0
T1033  - ,5,2024-06-24T16:40:31+02:00,2024-06-24T16:40:31+02:00,0
T1033  - ,6,2024-06-24T16:40:33+02:00,2024-06-24T16:40:33+02:00,1
T1036  - ,1,2024-06-24T16:40:35+02:00,2024-06-24T16:40:39+02:00,0
T1036  - ,2,2024-06-24T16:40:41+02:00,2024-06-24T16:40:41+02:00,0
T1036.003  - ,1,2024-06-24T16:40:43+02:00,2024-06-24T16:42:33+02:00,0
T1036.003  - ,2,2024-06-24T16:42:35+02:00,2024-06-24T16:42:36+02:00,1
T1036.003  - ,3,2024-06-24T16:42:38+02:00,2024-06-24T16:43:30+02:00,1
T1036.003  - ,4,2024-06-24T16:43:32+02:00,2024-06-24T16:45:25+02:00,0
T1036.003  - ,5,2024-06-24T16:45:27+02:00,2024-06-24T16:45:28+02:00,-2146233079
T1036.003  - ,6,2024-06-24T16:45:31+02:00,2024-06-24T16:45:31+02:00,0
T1036.003  - ,7,2024-06-24T16:45:34+02:00,2024-06-24T16:45:34+02:00,0
T1036.003  - ,8,2024-06-24T16:45:36+02:00,2024-06-24T16:45:39+02:00,0
T1036.004  - ,1,2024-06-24T16:45:41+02:00,2024-06-24T16:45:41+02:00,0
T1036.004  - ,2,2024-06-24T16:45:43+02:00,2024-06-24T16:45:44+02:00,0
T1036.005  - ,1,2024-06-24T16:45:45+02:00,2024-06-24T16:45:46+02:00,0
T1037.001  - ,1,2024-06-24T16:45:48+02:00,2024-06-24T16:45:48+02:00,0
T1039  - ,1,2024-06-24T16:45:50+02:00,2024-06-24T16:45:50+02:00,1
T1039  - ,2,2024-06-24T16:45:52+02:00,2024-06-24T16:45:52+02:00,0
T1040  - ,1,2024-06-24T16:45:54+02:00,2024-06-24T16:45:54+02:00,1
T1040  - ,2,2024-06-24T16:45:56+02:00,2024-06-24T16:45:57+02:00,0
T1040  - ,3,2024-06-24T16:46:37+02:00,2024-06-24T16:46:42+02:00,0
T1040  - ,4,2024-06-24T16:46:44+02:00,2024-06-24T16:46:45+02:00,0
T1040  - ,5,2024-06-24T16:46:47+02:00,2024-06-24T16:46:48+02:00,0
T1041  - ,1,2024-06-24T16:46:50+02:00,2024-06-24T16:46:52+02:00,0
T1041  - ,2,2024-06-24T16:46:54+02:00,2024-06-24T16:47:00+02:00,0
T1046  - ,1,2024-06-24T16:47:03+02:00,2024-06-24T16:47:03+02:00,0
T1046  - ,2,2024-06-24T16:47:06+02:00,2024-06-24T16:47:06+02:00,0
T1046  - ,3,2024-06-24T16:47:09+02:00,2024-06-24T16:47:12+02:00,0
T1046  - ,4,2024-06-24T16:47:15+02:00,2024-06-24T16:47:17+02:00,0
T1046  - ,5,2024-06-24T16:47:20+02:00,2024-06-24T16:47:22+02:00,0
T1046  - ,6,2024-06-24T16:47:25+02:00,2024-06-24T16:49:10+02:00,-1
T1046  - ,7,2024-06-24T16:49:13+02:00,2024-06-24T16:50:57+02:00,0
T1047  - ,1,2024-06-24T16:50:58+02:00,2024-06-24T16:50:58+02:00,0
T1047  - ,2,2024-06-24T16:50:59+02:00,2024-06-24T16:51:00+02:00,0
T1047  - ,3,2024-06-24T16:51:01+02:00,2024-06-24T16:51:01+02:00,0
T1047  - ,4,2024-06-24T16:51:03+02:00,2024-06-24T16:51:03+02:00,0
T1047  - ,5,2024-06-24T16:51:05+02:00,2024-06-24T16:51:05+02:00,0
T1047  - ,6,2024-06-24T16:51:06+02:00,2024-06-24T16:51:07+02:00,-2147024882
T1047  - ,7,2024-06-24T16:51:08+02:00,2024-06-24T16:51:09+02:00,0
T1047  - ,8,2024-06-24T16:51:10+02:00,2024-06-24T16:51:11+02:00,0
T1047  - ,9,2024-06-24T16:51:12+02:00,2024-06-24T16:51:13+02:00,0
T1047  - ,10,2024-06-24T16:51:14+02:00,2024-06-24T16:51:19+02:00,0
T1048  - ,1,2024-06-24T16:51:20+02:00,2024-06-24T16:51:21+02:00,0
T1048.002  - ,1,2024-06-24T16:51:23+02:00,2024-06-24T16:51:24+02:00,0
T1048.003  - ,1,2024-06-24T16:51:26+02:00,2024-06-24T16:51:27+02:00,0
T1048.003  - ,2,2024-06-24T16:51:29+02:00,2024-06-24T16:51:31+02:00,0
T1048.003  - ,3,2024-06-24T16:51:33+02:00,2024-06-24T16:51:36+02:00,0
T1048.003  - ,4,2024-06-24T16:51:38+02:00,2024-06-24T16:51:38+02:00,0
T1048.003  - ,5,2024-06-24T16:51:41+02:00,2024-06-24T16:51:42+02:00,0
T1049  - ,1,2024-06-24T16:51:44+02:00,2024-06-24T16:51:48+02:00,0
T1049  - ,2,2024-06-24T16:51:51+02:00,2024-06-24T16:51:52+02:00,0
T1049  - ,3,2024-06-24T16:51:54+02:00,2024-06-24T16:51:55+02:00,0
T1053.002  - ,1,2024-06-24T16:51:57+02:00,2024-06-24T16:51:58+02:00,1
T1053.005  - ,1,2024-06-24T16:52:00+02:00,2024-06-24T16:52:00+02:00,0
T1053.005  - ,2,2024-06-24T16:52:03+02:00,2024-06-24T16:52:04+02:00,0
T1053.005  - ,3,2024-06-24T16:52:06+02:00,2024-06-24T16:52:07+02:00,1
T1053.005  - ,4,2024-06-24T16:52:09+02:00,2024-06-24T16:52:10+02:00,0
T1053.005  - ,5,2024-06-24T16:52:15+02:00,2024-06-24T16:52:16+02:00,0
T1053.005  - ,6,2024-06-24T16:52:21+02:00,2024-06-24T16:52:22+02:00,0
T1053.005  - ,7,2024-06-24T16:52:26+02:00,2024-06-24T16:52:26+02:00,0
T1053.005  - ,8,2024-06-24T16:52:29+02:00,2024-06-24T16:52:30+02:00,0
T1053.005  - ,9,2024-06-24T16:52:34+02:00,2024-06-24T16:52:35+02:00,0
T1053.005  - ,10,2024-06-24T16:52:39+02:00,2024-06-24T16:52:39+02:00,1
T1055  - ,1,2024-06-24T16:52:42+02:00,2024-06-24T16:52:43+02:00,0
T1055  - ,2,2024-06-24T16:52:45+02:00,2024-06-24T16:52:46+02:00,1
T1055  - ,3,2024-06-24T16:52:48+02:00,2024-06-24T16:52:49+02:00,0
T1055  - ,4,2024-06-24T16:52:52+02:00,2024-06-24T16:54:30+02:00,-1
T1055  - ,5,2024-06-24T16:54:32+02:00,2024-06-24T16:54:49+02:00,0
T1055  - ,6,2024-06-24T16:54:53+02:00,2024-06-24T16:54:54+02:00,0
T1055  - ,7,2024-06-24T16:54:57+02:00,2024-06-24T16:54:58+02:00,0
T1055  - ,8,2024-06-24T16:55:01+02:00,2024-06-24T16:55:03+02:00,0
T1055  - ,9,2024-06-24T16:55:06+02:00,2024-06-24T16:55:07+02:00,0
T1055  - ,10,2024-06-24T16:55:10+02:00,2024-06-24T16:55:11+02:00,0
T1055  - ,11,2024-06-24T16:55:14+02:00,2024-06-24T16:55:14+02:00,0
T1055  - ,12,2024-06-24T16:55:17+02:00,2024-06-24T16:55:18+02:00,0
T1055  - ,13,2024-06-24T16:55:21+02:00,2024-06-24T16:55:38+02:00,0
T1055.001  - ,1,2024-06-24T16:55:40+02:00,2024-06-24T16:55:41+02:00,0
T1055.001  - ,2,2024-06-24T16:55:43+02:00,2024-06-24T16:55:51+02:00,0
T1055.002  - ,1,2024-06-24T16:55:53+02:00,2024-06-24T16:56:00+02:00,0
T1055.003  - ,1,2024-06-24T16:56:01+02:00,2024-06-24T16:56:06+02:00,0
T1055.004  - ,1,2024-06-24T16:56:07+02:00,2024-06-24T16:56:11+02:00,-532462766
T1055.004  - ,2,2024-06-24T16:56:14+02:00,2024-06-24T16:56:14+02:00,0
T1055.004  - ,3,2024-06-24T16:56:16+02:00,2024-06-24T16:56:17+02:00,0
T1055.011  - ,1,2024-06-24T16:56:18+02:00,2024-06-24T16:56:19+02:00,0
T1055.012  - ,1,2024-06-24T16:56:21+02:00,2024-06-24T16:56:21+02:00,0
T1055.012  - ,2,2024-06-24T16:56:23+02:00,2024-06-24T16:56:23+02:00,0
T1055.012  - ,3,2024-06-24T16:56:25+02:00,2024-06-24T16:56:26+02:00,0
T1055.012  - ,4,2024-06-24T16:56:27+02:00,2024-06-24T16:56:28+02:00,0
T1055.015  - ,1,2024-06-24T16:56:29+02:00,2024-06-24T16:56:42+02:00,0
T1056.001  - ,1,2024-06-24T17:11:55+02:00,2024-06-24T17:11:55+02:00,0
T1056.002  - ,1,2024-06-24T17:11:57+02:00,2024-06-24T17:12:02+02:00,0
T1056.004  - ,1,2024-06-24T17:12:03+02:00,2024-06-24T17:12:04+02:00,0
T1057  - ,1,2024-06-24T17:12:06+02:00,2024-06-24T17:12:07+02:00,0
T1057  - ,2,2024-06-24T17:12:08+02:00,2024-06-24T17:12:09+02:00,0
T1057  - ,3,2024-06-24T17:12:10+02:00,2024-06-24T17:12:12+02:00,0
T1057  - ,4,2024-06-24T17:12:14+02:00,2024-06-24T17:12:14+02:00,0
T1057  - ,5,2024-06-24T17:12:16+02:00,2024-06-24T17:12:16+02:00,0
T1057  - ,6,2024-06-24T17:12:18+02:00,2024-06-24T17:12:18+02:00,0
T1059  - ,1,2024-06-24T17:12:19+02:00,2024-06-24T17:12:20+02:00,0
T1059.001  - ,1,2024-06-24T17:12:21+02:00,2024-06-24T17:12:24+02:00,0
T1059.001  - ,2,2024-06-24T17:12:25+02:00,2024-06-24T17:12:26+02:00,-2146233087
T1059.001  - ,3,2024-06-24T17:12:27+02:00,2024-06-24T17:12:31+02:00,0
T1059.001  - ,4,2024-06-24T17:12:32+02:00,2024-06-24T17:14:27+02:00,-1
T1059.001  - ,5,2024-06-24T17:14:31+02:00,2024-06-24T17:14:38+02:00,0
T1059.001  - ,6,2024-06-24T17:14:41+02:00,2024-06-24T17:14:42+02:00,0
T1059.001  - ,7,2024-06-24T17:14:45+02:00,2024-06-24T17:14:45+02:00,255
T1059.001  - ,8,2024-06-24T17:14:47+02:00,2024-06-24T17:14:48+02:00,0
T1059.001  - ,9,2024-06-24T17:14:51+02:00,2024-06-24T17:14:51+02:00,0
T1059.001  - ,10,2024-06-24T17:14:54+02:00,2024-06-24T17:14:54+02:00,0
T1059.001  - ,11,2024-06-24T17:14:57+02:00,2024-06-24T17:14:57+02:00,0
T1059.001  - ,12,2024-06-24T17:14:59+02:00,2024-06-24T17:15:03+02:00,0
T1059.001  - ,13,2024-06-24T17:15:06+02:00,2024-06-24T17:15:06+02:00,0
T1059.001  - ,14,2024-06-24T17:15:08+02:00,2024-06-24T17:15:09+02:00,0
T1059.001  - ,15,2024-06-24T17:15:11+02:00,2024-06-24T17:15:11+02:00,0
T1059.001  - ,16,2024-06-24T17:15:13+02:00,2024-06-24T17:15:14+02:00,0
T1059.001  - ,17,2024-06-24T17:15:16+02:00,2024-06-24T17:15:16+02:00,0
T1059.001  - ,18,2024-06-24T17:15:18+02:00,2024-06-24T17:15:18+02:00,0
T1059.001  - ,19,2024-06-24T17:15:20+02:00,2024-06-24T17:16:08+02:00,0
T1059.001  - ,20,2024-06-24T17:16:10+02:00,2024-06-24T17:16:11+02:00,0
T1059.001  - ,21,2024-06-24T17:16:13+02:00,2024-06-24T17:16:14+02:00,0
T1059.001  - ,22,2024-06-24T17:16:16+02:00,2024-06-24T17:16:17+02:00,0
T1059.003  - ,1,2024-06-24T17:16:19+02:00,2024-06-24T17:16:20+02:00,0
T1059.003  - ,2,2024-06-24T17:16:22+02:00,2024-06-24T17:16:22+02:00,0
T1059.003  - ,3,2024-06-24T17:16:24+02:00,2024-06-24T17:16:25+02:00,0
T1059.003  - ,4,2024-06-24T17:16:27+02:00,2024-06-24T17:16:50+02:00,0
T1059.003  - ,5,2024-06-24T17:17:06+02:00,2024-06-24T17:17:08+02:00,0
T1059.003  - ,6,2024-06-24T17:17:11+02:00,2024-06-24T17:17:11+02:00,0
T1059.005  - ,1,2024-06-24T17:17:14+02:00,2024-06-24T17:17:14+02:00,0
T1059.005  - ,2,2024-06-24T17:17:17+02:00,2024-06-24T17:17:19+02:00,0
T1059.005  - ,3,2024-06-24T17:17:21+02:00,2024-06-24T17:17:22+02:00,0
T1059.007  - ,1,2024-06-24T17:17:25+02:00,2024-06-24T17:17:25+02:00,0
T1059.007  - ,2,2024-06-24T17:17:27+02:00,2024-06-24T17:18:28+02:00,0
T1069.001  - ,1,2024-06-24T17:18:29+02:00,2024-06-24T17:18:29+02:00,0
T1069.001  - ,2,2024-06-24T17:18:31+02:00,2024-06-24T17:18:31+02:00,0
T1069.001  - ,3,2024-06-24T17:18:33+02:00,2024-06-24T17:18:34+02:00,0
T1069.001  - ,4,2024-06-24T17:18:35+02:00,2024-06-24T17:18:36+02:00,0
T1069.001  - ,5,2024-06-24T17:18:37+02:00,2024-06-24T17:18:38+02:00,0
T1069.002  - ,1,2024-06-24T17:18:40+02:00,2024-06-24T17:18:40+02:00,2
T1069.002  - ,2,2024-06-24T17:18:42+02:00,2024-06-24T17:18:42+02:00,0
T1069.002  - ,3,2024-06-24T17:18:44+02:00,2024-06-24T17:18:44+02:00,2
T1069.002  - ,4,2024-06-24T17:18:46+02:00,2024-06-24T17:18:49+02:00,1
